GR_ID,PO_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty
GR00663,PO00663,2023-07-17,791,36
GR00664,PO00664,2023-04-05,356,6
GR00665,PO00665,2024-07-29,705,13
GR00666,PO00666,2025-01-02,109,0
GR00667,PO00667,2023-03-18,914,17
GR00668,PO00668,2024-06-08,481,4
GR00669,PO00669,2022-02-12,548,3
GR00670,PO00670,2024-03-20,120,1
GR00671,PO00671,2022-10-31,374,5
GR00672,PO00672,2022-06-07,115,1
GR00673,PO00673,2023-02-06,328,4
GR00674,PO00674,2023-10-09,439,6
GR00675,PO00675,2024-02-25,351,2
GR00676,PO00676,2024-05-29,565,8
GR00677,PO00677,2023-01-26,150,0
GR00678,PO00678,2025-01-02,922,9
GR00679,PO00679,2024-02-08,486,5
GR00680,PO00680,2024-10-09,956,7
GR00681,PO00681,2024-02-11,470,7
GR00682,PO00682,2023-12-08,895,13
GR00683,PO00683,2022-02-14,457,6
GR00684,PO00684,2022-06-19,796,8
GR00685,PO00685,2023-04-28,367,4
GR00686,PO00686,2022-12-25,369,3
GR00687,PO00687,2023-10-21,431,8
GR00688,PO00688,2025-01-03,749,14
GR00689,PO00689,2023-01-26,118,1
GR00690,PO00690,2023-05-02,901,5
GR00691,PO00691,2024-11-03,145,0
GR00692,PO00692,2024-07-07,146,1
GR00693,PO00693,2023-09-01,880,22
GR00694,PO00694,2024-01-31,619,5
GR00695,PO00695,2024-06-04,648,9
GR00696,PO00696,2024-04-14,733,13
GR00697,PO00697,2023-07-16,469,4
GR00698,PO00698,2023-11-22,940,27
GR00699,PO00699,2024-05-18,937,8
GR00700,PO00700,2023-06-23,340,3
GR00701,PO00701,2023-07-25,406,4
GR00702,PO00702,2025-01-24,636,9
GR00703,PO00703,2024-01-09,266,10
GR00704,PO00704,2023-03-17,721,10
GR00705,PO00705,2023-05-04,279,1
GR00706,PO00706,2023-02-20,405,7
GR00707,PO00707,2023-01-30,167,5
GR00708,PO00708,2022-07-31,635,9
GR00709,PO00709,2022-11-08,875,12
GR00710,PO00710,2023-05-22,912,8
GR00711,PO00711,2022-07-12,673,2
GR00712,PO00712,2024-05-04,78,0
GR00713,PO00713,2024-12-25,326,3
GR00714,PO00714,2022-11-05,988,6
GR00715,PO00715,2022-11-01,407,7
GR00716,PO00716,2022-12-25,235,3
GR00717,PO00717,2024-02-14,626,8
GR00718,PO00718,2023-03-30,117,1
GR00719,PO00719,2024-07-27,806,16
GR00720,PO00720,2024-04-01,141,0
GR00721,PO00721,2024-08-13,270,5
GR00722,PO00722,2023-03-28,478,4
GR00723,PO00723,2022-06-19,394,5
GR00724,PO00724,2022-11-13,425,1
GR00725,PO00725,2023-04-28,783,4
GR00726,PO00726,2023-01-08,840,12
GR00727,PO00727,2023-07-21,954,9
GR00728,PO00728,2022-10-31,205,3
GR00729,PO00729,2023-04-28,822,6
GR00730,PO00730,2022-02-17,737,7
GR00731,PO00731,2024-04-18,323,3
GR00732,PO00732,2022-07-27,724,6
GR00733,PO00733,2023-03-18,543,2
GR00734,PO00734,2022-03-24,471,9
GR00735,PO00735,2022-04-18,269,4
GR00736,PO00736,2024-06-13,162,6
GR00737,PO00737,2023-04-28,488,16
GR00738,PO00738,2025-01-12,335,6
GR00739,PO00739,2022-07-29,587,10
GR00740,PO00740,2024-10-13,96,1
GR00741,PO00741,2024-02-11,454,7
GR00742,PO00742,2022-07-04,55,0
GR00743,PO00743,2022-02-13,357,2
GR00744,PO00744,2024-07-10,835,5
GR00745,PO00745,2023-04-11,827,13
GR00746,PO00746,2024-01-30,342,3
GR00747,PO00747,2024-01-27,167,1
GR00748,PO00748,2023-12-12,554,10
GR00749,PO00749,2023-06-29,229,1
GR00750,PO00750,2022-11-11,434,2
GR00751,PO00751,2022-03-31,765,6
GR00752,PO00752,2023-02-06,557,4
GR00753,PO00753,2024-02-09,118,2
GR00754,PO00754,2022-07-22,927,7
GR00755,PO00755,2022-05-09,491,15
GR00756,PO00756,2023-09-21,519,1
GR00757,PO00757,2024-02-28,928,18
GR00758,PO00758,2022-05-14,637,4
GR00759,PO00759,2024-07-02,637,5
GR00760,PO00760,2024-10-01,776,6
GR00761,PO00761,2024-12-22,345,2
GR00762,PO00762,2022-04-20,460,3
GR00763,PO00763,2022-08-30,377,1
GR00764,PO00764,2022-09-02,868,3
GR00765,PO00765,2024-06-12,900,17
GR00766,PO00766,2023-05-23,136,5
GR00767,PO00767,2022-05-28,910,6
GR00768,PO00768,2023-02-19,296,2
GR00769,PO00769,2022-07-19,648,5
GR00770,PO00770,2024-06-10,581,7
GR00771,PO00771,2023-10-20,454,3
GR00772,PO00772,2024-08-19,810,4
GR00773,PO00773,2024-07-23,276,5
GR00774,PO00774,2024-08-28,844,13
GR00775,PO00775,2022-12-30,123,0
GR00776,PO00776,2024-04-28,693,14
GR00777,PO00777,2023-09-12,589,3
GR00778,PO00778,2024-01-05,244,10
GR00779,PO00779,2023-12-25,405,19
GR00780,PO00780,2023-04-29,289,4
GR00781,PO00781,2024-07-30,196,2
GR00782,PO00782,2023-11-24,249,3
GR00783,PO00783,2023-05-05,661,8
GR00784,PO00784,2024-06-23,827,6
GR00785,PO00785,2024-09-11,228,3
GR00786,PO00786,2022-04-20,523,9
GR00787,PO00787,2024-08-17,744,13
GR00788,PO00788,2022-06-20,931,16
GR00789,PO00789,2022-12-05,199,1
GR00790,PO00790,2024-09-10,119,1
GR00791,PO00791,2022-12-09,500,3
GR00792,PO00792,2023-03-11,860,17
GR00793,PO00793,2024-11-12,655,7
GR00794,PO00794,2022-06-03,405,6
GR00795,PO00795,2022-10-03,124,3
GR00796,PO00796,2023-01-29,519,3
GR00797,PO00797,2022-10-07,86,0
GR00798,PO00798,2024-06-01,424,2
GR00799,PO00799,2022-05-11,124,1
GR00800,PO00800,2022-09-09,676,5
GR00801,PO00801,2022-02-13,440,18
GR00802,PO00802,2023-10-13,643,12
GR00803,PO00803,2024-01-03,510,25
GR00804,PO00804,2024-12-28,379,7
GR00805,PO00805,2024-07-22,559,8
GR00806,PO00806,2024-01-22,109,0
GR00807,PO00807,2023-04-07,152,2
GR00808,PO00808,2022-03-01,779,4
GR00809,PO00809,2023-01-06,561,4
GR00810,PO00810,2023-04-08,87,1
GR00811,PO00811,2023-03-24,770,2
GR00812,PO00812,2025-01-05,497,5
GR00813,PO00813,2024-01-06,584,8
GR00814,PO00814,2022-05-06,419,2
GR00815,PO00815,2025-01-03,987,20
GR00816,PO00816,2023-01-14,444,3
GR00817,PO00817,2023-03-12,841,7
GR00818,PO00818,2024-09-08,742,13
GR00819,PO00819,2024-08-04,856,7
GR00820,PO00820,2024-11-03,112,1
GR00821,PO00821,2022-11-11,144,2
GR00822,PO00822,2023-11-07,339,4
GR00823,PO00823,2022-07-27,790,10
GR00824,PO00824,2024-05-21,388,6
GR00825,PO00825,2022-12-26,646,7
GR00826,PO00826,2024-10-25,988,12
GR00827,PO00827,2022-09-21,363,15
GR00828,PO00828,2023-03-15,179,1
GR00829,PO00829,2022-08-18,362,5
GR00830,PO00830,2022-05-02,705,4
GR00831,PO00831,2022-04-15,880,6
GR00832,PO00832,2022-10-14,736,5
GR00833,PO00833,2023-05-20,140,1
GR00834,PO00834,2024-07-26,566,2
GR00835,PO00835,2024-07-10,66,2
GR00836,PO00836,2023-04-29,364,12
GR00837,PO00837,2023-12-01,268,4
GR00838,PO00838,2022-07-25,833,14
GR00839,PO00839,2024-01-16,244,3
GR00840,PO00840,2024-12-19,189,1
GR00841,PO00841,2023-05-12,127,2
GR00842,PO00842,2025-01-05,911,15
GR00843,PO00843,2023-10-17,569,9
GR00844,PO00844,2023-03-10,904,8
GR00845,PO00845,2024-03-14,83,0
GR00846,PO00846,2024-04-29,947,15
GR00847,PO00847,2024-03-04,660,7
GR00848,PO00848,2023-11-24,203,2
GR00849,PO00849,2022-05-19,233,1
GR00850,PO00850,2024-07-31,785,7
GR00851,PO00851,2022-03-11,90,0
GR00852,PO00852,2023-11-26,419,3
GR00853,PO00853,2023-05-25,504,0
GR00854,PO00854,2024-08-08,818,4
GR00855,PO00855,2023-02-03,288,3
GR00856,PO00856,2022-02-21,291,5
GR00857,PO00857,2022-06-15,875,4
GR00858,PO00858,2023-01-05,974,9
GR00859,PO00859,2024-12-05,426,6
GR00860,PO00860,2024-06-23,518,4
GR00861,PO00861,2024-07-20,842,11
GR00862,PO00862,2022-02-11,559,8
GR00863,PO00863,2024-12-05,478,5
GR00864,PO00864,2023-03-09,882,2
GR00865,PO00865,2024-07-05,869,16
GR00866,PO00866,2022-03-28,941,15
GR00867,PO00867,2022-10-26,101,0
GR00868,PO00868,2024-01-16,942,5
GR00869,PO00869,2024-04-24,614,13
GR00870,PO00870,2024-11-07,773,13
GR00871,PO00871,2023-12-13,921,12
GR00872,PO00872,2023-04-08,340,2
GR00873,PO00873,2022-10-15,829,13
GR00874,PO00874,2024-07-12,324,1
GR00875,PO00875,2023-11-20,977,13
GR00876,PO00876,2024-10-23,199,9
GR00877,PO00877,2024-02-19,142,0
GR00878,PO00878,2022-06-06,885,7
GR00879,PO00879,2024-01-13,953,6
GR00880,PO00880,2023-07-26,72,2
GR00881,PO00881,2023-10-22,100,1
GR00882,PO00882,2023-07-02,564,5
GR00883,PO00883,2023-06-23,288,12
GR00884,PO00884,2024-11-20,132,0
GR00885,PO00885,2022-07-21,278,5
GR00886,PO00886,2022-09-15,371,0
GR00887,PO00887,2023-06-21,907,12
GR00888,PO00888,2023-10-12,859,15
GR00889,PO00889,2025-01-05,186,1
GR00890,PO00890,2024-03-06,338,16
GR00891,PO00891,2023-04-06,758,7
GR00892,PO00892,2024-11-21,826,10
GR00893,PO00893,2023-09-30,505,4
GR00894,PO00894,2024-05-26,975,9
GR00895,PO00895,2022-03-07,64,0
GR00896,PO00896,2024-01-03,267,3
GR00897,PO00897,2022-06-10,606,11
GR00898,PO00898,2023-06-01,482,7
GR00899,PO00899,2023-02-22,841,5
GR00900,PO00900,2023-06-06,292,1
GR00901,PO00901,2022-07-21,169,2
GR00902,PO00902,2023-10-19,289,2
GR00903,PO00903,2024-04-04,700,5
GR00904,PO00904,2022-01-21,111,1
GR00905,PO00905,2024-11-11,905,13
GR00906,PO00906,2024-05-09,659,12
GR00907,PO00907,2023-12-29,64,0
GR00908,PO00908,2023-11-03,637,16
GR00909,PO00909,2022-04-05,780,0
GR00910,PO00910,2022-11-11,345,5
GR00911,PO00911,2024-04-01,50,0
GR00912,PO00912,2023-08-19,292,10
GR00913,PO00913,2024-09-16,236,4
GR00914,PO00914,2024-02-26,586,11
GR00915,PO00915,2024-10-07,119,2
GR00916,PO00916,2023-12-18,607,3
GR00917,PO00917,2022-04-21,855,41
GR00918,PO00918,2022-12-17,612,20
GR00919,PO00919,2023-02-25,447,0
GR00920,PO00920,2024-05-13,91,1
GR00921,PO00921,2022-08-06,432,7
GR00922,PO00922,2023-04-19,815,9
GR00923,PO00923,2023-11-19,415,1
GR00924,PO00924,2025-01-11,400,2
GR00925,PO00925,2024-02-01,795,0
GR00926,PO00926,2022-08-06,840,16
GR00927,PO00927,2022-02-23,186,1
GR00928,PO00928,2024-10-02,407,17
GR00929,PO00929,2024-08-18,391,7
GR00930,PO00930,2023-01-24,900,8
GR00931,PO00931,2022-09-22,762,10
GR00932,PO00932,2023-05-12,695,10
GR00933,PO00933,2024-05-18,877,9
GR00934,PO00934,2022-02-15,111,0
GR00935,PO00935,2024-05-26,86,1
GR00936,PO00936,2023-10-09,256,3
GR00937,PO00937,2022-06-30,858,18
GR00938,PO00938,2023-01-10,954,8
GR00939,PO00939,2022-07-25,373,16
GR00940,PO00940,2024-01-12,576,5
GR00941,PO00941,2022-07-27,884,13
GR00942,PO00942,2024-10-17,530,3
GR00943,PO00943,2022-09-27,83,1
GR00944,PO00944,2024-03-10,341,4
GR00945,PO00945,2023-04-25,932,26
GR00946,PO00946,2024-03-29,933,9
GR00947,PO00947,2023-03-11,324,2
GR00948,PO00948,2023-11-03,864,13
GR00949,PO00949,2024-02-21,492,14
GR00950,PO00950,2024-01-30,807,9
GR00951,PO00951,2023-01-23,964,10
GR00952,PO00952,2023-12-26,392,3
GR00953,PO00953,2024-05-25,553,10
GR00954,PO00954,2022-08-30,423,4
GR00955,PO00955,2023-09-12,322,4
GR00956,PO00956,2022-11-01,789,14
GR00957,PO00957,2024-08-05,126,0
GR00958,PO00958,2024-03-14,664,6
GR00959,PO00959,2022-08-18,603,11
GR00960,PO00960,2022-05-03,374,5
GR00961,PO00961,2023-04-04,130,2
GR00962,PO00962,2023-10-26,725,12
GR00963,PO00963,2023-07-01,358,6
GR00964,PO00964,2024-03-08,664,4
GR00965,PO00965,2023-03-05,216,2
GR00966,PO00966,2022-01-10,405,5
GR00967,PO00967,2023-03-22,89,0
GR00968,PO00968,2023-05-15,674,32
GR00969,PO00969,2024-07-14,329,2
GR00970,PO00970,2024-07-16,121,0
GR00971,PO00971,2024-11-21,418,7
GR00972,PO00972,2024-03-07,867,31
GR00973,PO00973,2022-09-02,76,0
GR00974,PO00974,2023-12-18,919,14
GR00975,PO00975,2024-04-23,82,1
GR00976,PO00976,2024-02-17,117,2
GR00977,PO00977,2023-06-29,843,3
GR00978,PO00978,2023-07-02,420,14
GR00979,PO00979,2024-05-21,629,12
GR00980,PO00980,2024-05-26,668,19
GR00981,PO00981,2023-09-02,744,10
GR00982,PO00982,2023-12-15,427,2
GR00983,PO00983,2023-06-15,499,13
GR00984,PO00984,2022-11-10,634,3
GR00985,PO00985,2025-01-12,590,6
GR00986,PO00986,2023-02-15,452,14
GR00987,PO00987,2024-06-24,712,6
GR00988,PO00988,2023-09-09,302,2
GR00989,PO00989,2023-01-26,73,1
GR00990,PO00990,2023-10-19,561,7
GR00991,PO00991,2022-04-07,446,5
GR00992,PO00992,2023-06-06,318,3
GR00993,PO00993,2024-01-31,767,11
GR00994,PO00994,2023-08-28,269,3
GR00995,PO00995,2023-09-08,756,11
GR00996,PO00996,2024-11-12,249,4
GR00997,PO00997,2024-11-05,185,3
GR00998,PO00998,2022-09-14,512,9
GR00999,PO00999,2024-02-25,970,8
GR01000,PO01000,2022-03-05,134,1
GR01001,PO01001,2022-08-03,730,13
GR01002,PO01002,2024-03-23,775,32
GR01003,PO01003,2024-07-29,613,12
GR01004,PO01004,2023-06-11,342,3
GR01005,PO01005,2022-07-01,917,10
GR01006,PO01006,2023-12-01,773,2
GR01007,PO01007,2022-06-18,857,11
GR01008,PO01008,2024-04-27,567,27
GR01009,PO01009,2023-12-20,171,2
GR01010,PO01010,2022-02-15,858,13
GR01011,PO01011,2022-09-11,287,5
GR01012,PO01012,2023-10-17,72,0
GR01013,PO01013,2024-11-14,614,25
GR01014,PO01014,2022-09-29,526,24
GR01015,PO01015,2022-05-27,674,5
GR01016,PO01016,2024-01-10,117,1
GR01017,PO01017,2023-03-13,457,3
GR01018,PO01018,2023-06-20,587,7
GR01019,PO01019,2024-09-15,832,9
GR01020,PO01020,2025-01-07,892,13
GR01021,PO01021,2023-10-06,176,1
GR01022,PO01022,2024-10-20,702,5
GR01023,PO01023,2022-05-29,509,9
GR01024,PO01024,2023-06-13,741,8
GR01025,PO01025,2024-12-07,401,2
GR01026,PO01026,2024-05-03,945,15
GR01027,PO01027,2023-08-31,833,4
GR01028,PO01028,2023-06-02,490,8
GR01029,PO01029,2024-09-30,977,40
GR01030,PO01030,2024-02-24,901,13
GR01031,PO01031,2024-05-17,578,7
GR01032,PO01032,2022-03-20,358,4
GR01033,PO01033,2024-08-30,213,0
GR01034,PO01034,2022-05-05,773,8
GR01035,PO01035,2023-01-13,403,7
GR01036,PO01036,2024-10-01,966,5
GR01037,PO01037,2024-12-16,915,7
GR01038,PO01038,2023-04-01,302,4
GR01039,PO01039,2023-01-11,697,9
GR01040,PO01040,2022-06-10,173,3
GR01041,PO01041,2023-11-27,679,9
GR01042,PO01042,2022-06-15,144,0
GR01043,PO01043,2024-10-13,701,20
GR01044,PO01044,2025-01-14,656,1
GR01045,PO01045,2022-06-30,225,3
GR01046,PO01046,2023-12-01,908,13
GR01047,PO01047,2022-10-20,894,18
GR01048,PO01048,2024-12-21,130,0
GR01049,PO01049,2023-05-10,703,18
GR01050,PO01050,2022-03-13,716,8
GR01051,PO01051,2022-04-07,830,9
GR01052,PO01052,2023-06-13,682,8
GR01053,PO01053,2022-04-04,555,1
GR01054,PO01054,2023-04-11,346,6
GR01055,PO01055,2023-08-03,544,6
GR01056,PO01056,2023-08-15,871,1
GR01057,PO01057,2023-12-01,353,5
GR01058,PO01058,2022-09-03,124,1
GR01059,PO01059,2023-02-14,209,2
GR01060,PO01060,2024-04-17,474,5
GR01061,PO01061,2023-10-17,523,8
GR01062,PO01062,2024-06-25,397,4
GR01063,PO01063,2024-12-20,367,6
GR01064,PO01064,2022-10-24,797,15
GR01065,PO01065,2022-10-24,453,18
GR01066,PO01066,2022-10-24,824,7
GR01067,PO01067,2022-06-06,577,20
GR01068,PO01068,2024-08-31,373,5
GR01069,PO01069,2023-08-26,522,1
GR01070,PO01070,2024-09-19,318,2
GR01071,PO01071,2024-12-03,300,3
GR01072,PO01072,2023-02-01,147,1
GR01073,PO01073,2024-03-10,343,6
GR01074,PO01074,2024-07-05,931,17
GR01075,PO01075,2022-09-04,299,3
GR01076,PO01076,2023-01-13,878,6
GR01077,PO01077,2024-01-04,637,8
GR01078,PO01078,2024-10-01,244,2
GR01079,PO01079,2023-02-15,556,5
GR01080,PO01080,2024-01-22,528,20
GR01081,PO01081,2023-02-16,948,13
GR01082,PO01082,2024-11-27,555,5
GR01083,PO01083,2022-01-21,140,0
GR01084,PO01084,2024-01-18,565,7
GR01085,PO01085,2023-04-07,294,2
GR01086,PO01086,2024-12-16,645,9
GR01087,PO01087,2024-05-29,94,3
GR01088,PO01088,2022-10-02,334,2
GR01089,PO01089,2022-05-14,656,4
GR01090,PO01090,2023-11-29,337,2
GR01091,PO01091,2023-07-02,54,0
GR01092,PO01092,2024-07-27,488,3
GR01093,PO01093,2023-05-08,953,12
GR01094,PO01094,2024-10-18,792,12
GR01095,PO01095,2023-12-01,828,22
GR01096,PO01096,2025-01-07,422,6
GR01097,PO01097,2023-02-21,457,21
GR01098,PO01098,2024-01-06,630,5
GR01099,PO01099,2023-05-10,417,3
GR01100,PO01100,2022-11-22,124,1
GR01101,PO01101,2023-09-01,564,7
GR01102,PO01102,2024-01-27,828,16
GR01103,PO01103,2022-07-08,894,4
GR01104,PO01104,2023-02-03,178,3
GR01105,PO01105,2023-09-12,449,8
GR01106,PO01106,2024-07-16,859,38
GR01107,PO01107,2023-07-22,619,7
GR01108,PO01108,2024-07-11,818,40
GR01109,PO01109,2023-04-28,250,3
GR01110,PO01110,2025-01-27,461,14
GR01111,PO01111,2023-05-06,89,2
GR01112,PO01112,2022-03-02,89,1
GR01113,PO01113,2024-11-14,776,5
GR01114,PO01114,2023-09-15,873,6
GR01115,PO01115,2023-03-17,580,8
GR01116,PO01116,2022-01-26,198,3
GR01117,PO01117,2024-06-28,191,3
GR01118,PO01118,2024-12-18,675,10
GR01119,PO01119,2022-04-03,215,1
GR01120,PO01120,2024-08-28,679,9
GR01121,PO01121,2024-03-06,656,6
GR01122,PO01122,2023-03-28,565,3
GR01123,PO01123,2023-01-28,594,25
GR01124,PO01124,2024-08-20,772,15
GR01125,PO01125,2023-07-23,536,7
GR01126,PO01126,2022-12-13,422,0
GR01127,PO01127,2024-09-25,737,14
GR01128,PO01128,2022-11-22,476,5
GR01129,PO01129,2024-09-12,864,15
GR01130,PO01130,2023-01-31,660,1
GR01131,PO01131,2024-11-28,319,6
GR01132,PO01132,2024-10-30,783,3
GR01133,PO01133,2024-12-19,643,7
GR01134,PO01134,2022-08-16,223,2
GR01135,PO01135,2024-09-27,694,4
GR01136,PO01136,2022-06-12,198,3
GR01137,PO01137,2024-09-10,79,0
GR01138,PO01138,2024-10-31,242,3
GR01139,PO01139,2022-03-08,499,1
GR01140,PO01140,2023-05-09,475,8
GR01141,PO01141,2023-12-09,468,7
GR01142,PO01142,2022-03-19,467,4
GR01143,PO01143,2024-07-27,840,32
GR01144,PO01144,2023-08-03,942,7
GR01145,PO01145,2022-08-22,767,4
GR01146,PO01146,2022-06-19,578,6
GR01147,PO01147,2023-04-29,622,5
GR01148,PO01148,2023-06-08,723,6
GR01149,PO01149,2023-10-19,585,10
GR01150,PO01150,2022-10-13,371,6
GR01151,PO01151,2022-11-26,519,9
GR01152,PO01152,2022-08-08,397,6
GR01153,PO01153,2024-05-01,409,7
GR01154,PO01154,2023-08-20,671,6
GR01155,PO01155,2024-04-13,241,3
GR01156,PO01156,2024-03-01,335,1
GR01157,PO01157,2023-03-23,279,2
GR01158,PO01158,2022-10-05,837,8
GR01159,PO01159,2023-02-20,770,5
GR01160,PO01160,2024-02-18,752,10
GR01161,PO01161,2023-04-21,373,4
GR01162,PO01162,2023-06-26,404,2
GR01163,PO01163,2022-07-20,343,1
GR01164,PO01164,2024-01-22,636,9
GR01165,PO01165,2022-05-06,434,6
GR01166,PO01166,2022-08-31,884,7
GR01167,PO01167,2023-01-16,839,28
GR01168,PO01168,2024-12-07,345,6
GR01169,PO01169,2024-12-11,342,9
GR01170,PO01170,2023-09-17,403,5
GR01171,PO01171,2024-05-27,721,4
GR01172,PO01172,2023-08-20,810,12
GR01173,PO01173,2022-05-31,266,2
GR01174,PO01174,2023-09-28,896,16
GR01175,PO01175,2022-01-31,326,5
GR01176,PO01176,2023-03-11,190,2
GR01177,PO01177,2024-05-13,679,4
GR01178,PO01178,2022-07-19,294,1
GR01179,PO01179,2024-01-07,734,7
GR01180,PO01180,2023-08-21,280,3
GR01181,PO01181,2024-11-21,101,1
GR01182,PO01182,2024-12-10,471,3
GR01183,PO01183,2023-02-22,780,13
GR01184,PO01184,2024-07-10,149,2
GR01185,PO01185,2023-09-09,52,0
GR01186,PO01186,2024-10-02,465,4
GR01187,PO01187,2023-08-16,536,7
GR01188,PO01188,2022-07-12,821,13
GR01189,PO01189,2024-11-28,373,4
GR01190,PO01190,2023-01-12,710,11
GR01191,PO01191,2024-02-01,979,13
GR01192,PO01192,2022-02-14,716,14
GR01193,PO01193,2024-08-29,593,5
GR01194,PO01194,2024-06-24,982,39
GR01195,PO01195,2023-06-11,474,6
GR01196,PO01196,2024-08-22,986,11
GR01197,PO01197,2023-01-13,902,27
GR01198,PO01198,2024-10-31,851,13
GR01199,PO01199,2022-04-25,236,3
GR01200,PO01200,2024-09-30,944,7
GR01201,PO01201,2024-01-20,58,2
GR01202,PO01202,2025-01-14,629,8
GR01203,PO01203,2023-05-15,996,9
GR01204,PO01204,2024-10-14,339,3
GR01205,PO01205,2023-10-12,703,3
GR01206,PO01206,2022-07-11,585,9
GR01207,PO01207,2022-08-22,959,15
GR01208,PO01208,2022-04-08,916,16
GR01209,PO01209,2022-03-31,527,20
GR01210,PO01210,2023-05-11,247,2
GR01211,PO01211,2024-03-01,386,7
GR01212,PO01212,2022-07-16,793,4
GR01213,PO01213,2022-06-16,712,7
GR01214,PO01214,2023-01-27,785,5
GR01215,PO01215,2024-04-29,59,1
GR01216,PO01216,2022-08-05,859,8
GR01217,PO01217,2023-09-11,628,7
GR01218,PO01218,2023-12-31,229,4
GR01219,PO01219,2023-08-28,892,8
GR01220,PO01220,2024-11-24,574,3
GR01221,PO01221,2024-12-30,137,1
GR01222,PO01222,2024-05-15,734,13
GR01223,PO01223,2023-11-07,238,4
GR01224,PO01224,2024-07-30,536,8
GR01225,PO01225,2022-09-11,303,1
GR01226,PO01226,2023-11-01,317,4
GR01227,PO01227,2024-10-26,287,3
GR01228,PO01228,2022-06-12,819,8
GR01229,PO01229,2024-02-22,383,4
GR01230,PO01230,2024-09-07,643,4
GR01231,PO01231,2023-10-22,313,3
GR01232,PO01232,2023-04-10,755,30
GR01233,PO01233,2022-02-28,112,0
GR01234,PO01234,2025-01-07,521,5
GR01235,PO01235,2023-08-24,208,2
GR01236,PO01236,2023-01-02,751,6
GR01237,PO01237,2023-12-23,992,22
GR01238,PO01238,2023-12-14,756,8
GR01239,PO01239,2023-01-26,703,6
GR01240,PO01240,2023-08-01,425,4
GR01241,PO01241,2022-06-16,273,4
GR01242,PO01242,2024-12-28,537,7
GR01243,PO01243,2023-08-15,515,2
GR01244,PO01244,2024-05-27,473,21
GR01245,PO01245,2024-10-12,825,10
GR01246,PO01246,2023-07-22,870,10
GR01247,PO01247,2022-05-04,830,10
GR01248,PO01248,2023-09-22,744,3
GR01249,PO01249,2023-03-15,586,9
GR01250,PO01250,2022-11-03,588,7
GR01251,PO01251,2022-08-17,124,4
GR01252,PO01252,2024-01-03,111,1
GR01253,PO01253,2022-06-30,252,6
GR01254,PO01254,2024-11-10,199,3
GR01255,PO01255,2022-12-11,384,3
GR01256,PO01256,2024-10-18,499,8
GR01257,PO01257,2024-10-17,742,6
GR01258,PO01258,2024-08-11,779,9
GR01259,PO01259,2022-02-19,139,0
GR01260,PO01260,2022-04-23,504,22
GR01261,PO01261,2023-06-27,510,8
GR01262,PO01262,2023-02-08,574,10
GR01263,PO01263,2022-08-05,516,6
GR01264,PO01264,2024-06-20,618,9
GR01265,PO01265,2022-11-30,735,8
GR01266,PO01266,2022-05-10,788,10
GR01267,PO01267,2024-05-15,451,0
GR01268,PO01268,2022-12-15,881,17
GR01269,PO01269,2024-07-19,813,13
GR01270,PO01270,2022-12-29,639,7
GR01271,PO01271,2023-01-18,96,1
GR01272,PO01272,2023-06-10,402,3
GR01273,PO01273,2022-09-09,601,5
GR01274,PO01274,2024-08-10,962,13
GR01275,PO01275,2022-01-28,531,9
GR01276,PO01276,2023-04-05,342,13
GR01277,PO01277,2022-09-04,232,1
GR01278,PO01278,2022-08-18,834,8
GR01279,PO01279,2024-05-09,428,2
GR01280,PO01280,2023-02-03,506,3
GR01281,PO01281,2022-10-11,429,8
GR01282,PO01282,2022-07-01,749,5
GR01283,PO01283,2024-11-01,186,2
GR01284,PO01284,2022-03-10,169,4
GR01285,PO01285,2022-08-11,595,9
GR01286,PO01286,2022-02-19,591,8
GR01287,PO01287,2023-08-04,793,5
GR01288,PO01288,2023-01-16,900,5
GR01289,PO01289,2024-07-23,820,16
GR01290,PO01290,2023-05-23,354,1
GR01291,PO01291,2022-02-13,736,5
GR01292,PO01292,2022-10-13,484,9
GR01293,PO01293,2023-02-28,434,6
GR01294,PO01294,2022-04-07,299,3
GR01295,PO01295,2022-07-31,401,2
GR01296,PO01296,2023-11-09,331,5
GR01297,PO01297,2024-04-22,942,15
GR01298,PO01298,2022-07-20,81,1
GR01299,PO01299,2022-05-04,676,6
GR01300,PO01300,2024-01-17,291,0
GR01301,PO01301,2023-12-25,116,2
GR01302,PO01302,2023-08-14,653,6
GR01303,PO01303,2024-04-09,506,16
GR01304,PO01304,2024-08-10,298,5
GR01305,PO01305,2022-07-25,460,13
GR01306,PO01306,2023-12-13,288,2
GR01307,PO01307,2024-03-02,268,1
GR01308,PO01308,2023-01-04,190,1
GR01309,PO01309,2024-09-14,346,8
GR01310,PO01310,2022-03-20,880,14
GR01311,PO01311,2024-11-04,636,8
GR01312,PO01312,2024-04-06,292,3
GR01313,PO01313,2023-05-09,942,14
GR01314,PO01314,2024-01-06,724,11
GR01315,PO01315,2024-10-25,273,2
GR01316,PO01316,2022-03-15,356,1
GR01317,PO01317,2022-04-28,112,0
GR01318,PO01318,2024-01-28,689,3
GR01319,PO01319,2023-10-02,616,2
GR01320,PO01320,2023-11-10,95,1
GR01321,PO01321,2025-01-01,706,23
GR01322,PO01322,2022-07-01,851,16
GR01323,PO01323,2024-03-01,372,3
GR01324,PO01324,2023-12-17,468,7
GR01325,PO01325,2022-05-21,355,5
GR01326,PO01326,2022-05-18,236,1
